date,x,y,vx,vy
12-06-2023,-8.155258028121302E+07,-7.100761829508035E+07,2.274963094533030E+01,-2.657691699198464E+01
13-06-2023,-7.955538397521192E+07,-7.327580311765495E+07,2.347868368484587E+01,-2.592400182802968E+01
14-06-2023,-7.749600403631105E+07,-7.548671303729779E+07,2.418897668215211E+01,-2.525119916714011E+01
15-06-2023,-7.537608445818754E+07,-7.763865333585384E+07,2.487997669140207E+01,-2.455905676311010E+01
16-06-2023,-7.319731460767542E+07,-7.972997722226103E+07,2.555116671013494E+01,-2.384813620276104E+01
17-06-2023,-7.096142780698888E+07,-8.175908700616036E+07,2.620204630872638E+01,-2.311901240572862E+01
18-06-2023,-6.867019988817781E+07,-8.372443522801970E+07,2.683213194369165E+01,-2.237227311811601E+01
19-06-2023,-6.632544772121128E+07,-8.562452574526536E+07,2.744095725488592E+01,-2.160851840067140E+01
20-06-2023,-6.392902771707645E+07,-8.745791477397737E+07,2.802807334660604E+01,-2.082836011196206E+01
21-06-2023,-6.148283430728891E+07,-8.922321188572849E+07,2.859304905255895E+01,-2.003242138706397E+01
22-06-2023,-5.898879840120117E+07,-9.091908095921509E+07,2.913547118482551E+01,-1.922133611241880E+01
23-06-2023,-5.644888582249083E+07,-9.254424108636452E+07,2.965494476686290E+01,-1.839574839729178E+01
24-06-2023,-5.386509572620361E+07,-9.409746743265022E+07,3.015109325064172E+01,-1.755631204240096E+01
25-06-2023,-5.123945899771608E+07,-9.557759205139358E+07,3.062355871805843E+01,-1.670369000625191E+01
26-06-2023,-4.857403663496955E+07,-9.698350465187608E+07,3.107200206679959E+01,-1.583855386967625E+01
27-06-2023,-4.587091811530965E+07,-9.831415332112662E+07,3.149610318086037E+01,-1.496158329903635E+01
28-06-2023,-4.313221974824820E+07,-9.956854519928797E+07,3.189556108593735E+01,-1.407346550852331E+01
29-06-2023,-4.036008301544446E+07,-1.007457471085002E+08,3.227009408992279E+01,-1.317489472193961E+01
30-06-2023,-3.755667289918301E+07,-1.018448861352737E+08,3.261943990872658E+01,-1.226657163432323E+01
01-07-2023,-3.472417620060676E+07,-1.028651501663503E+08,3.294335577764107E+01,-1.134920287373467E+01
02-07-2023,-3.186479984894536E+07,-1.038057883780813E+08,3.324161854844385E+01,-1.042350046349393E+01
03-07-2023,-2.898076920296408E+07,-1.046661116793708E+08,3.351402477240442E+01,-9.490181285120091E+00
04-07-2023,-2.607432634584604E+07,-1.054454931082600E+08,3.376039076928938E+01,-8.549966542360441E+00
05-07-2023,-2.314772837470927E+07,-1.061433681822624E+08,3.398055268262679E+01,-7.603581226543257E+00
06-07-2023,-2.020324568593773E+07,-1.067592352025707E+08,3.417436652129877E+01,-6.651753583585940E+00
07-07-2023,-1.724316025750547E+07,-1.072926555123001E+08,3.434170818763866E+01,-5.695214583018116E+00
08-07-2023,-1.426976392944585E+07,-1.077432537089515E+08,3.448247349227886E+01,-4.734697389292219E+00
09-07-2023,-1.128535668360512E+07,-1.081107178113064E+08,3.459657815591255E+01,-3.770936835710780E+00
10-07-2023,-8.292244923800425E+06,-1.083947993809930E+08,3.468395779820671E+01,-2.804668901258689E+00
11-07-2023,-5.292739757482184E+06,-1.085953135989850E+08,3.474456791410692E+01,-1.836630190606445E+00
12-07-2023,-2.289155279979789E+06,-1.087121392973201E+08,3.477838383777460E+01,-8.675574175296126E-01
13-07-2023,7.161931376113354E+05,-1.087452189463395E+08,3.478540069439752E+01,1.018131080298830E-01
14-07-2023,3.720990555863793E+06,-1.086945585977769E+08,3.476563334011228E+01,1.070745989053132E+00
15-07-2023,6.722924168756521E+06,-1.085602277840329E+08,3.471911629027456E+01,2.038507246493664E+00
16-07-2023,9.719684998720644E+06,-1.083423593739960E+08,3.464590363630894E+01,3.004364820111811E+00
17-07-2023,1.270896958401592E+07,-1.080411493857784E+08,3.454606895136405E+01,3.967589064933056E+00
18-07-2023,1.568848165748015E+07,-1.076568567567521E+08,3.441970518499257E+01,4.927453243182285E+00
19-07-2023,1.865593381571236E+07,-1.071898030712833E+08,3.426692454706677E+01,5.883234011557323E+00
20-07-2023,2.160904917776828E+07,-1.066403722465717E+08,3.408785838111947E+01,6.834211903684598E+00
21-07-2023,2.454556303246388E+07,-1.060090101770195E+08,3.388265702734990E+01,7.779671807669460E+00
22-07-2023,2.746322447340246E+07,-1.052962243375528E+08,3.365148967545164E+01,8.718903438627166E+00
23-07-2023,3.035979802085305E+07,-1.045025833463422E+08,3.339454420746389E+01,9.651201806024476E+00
24-07-2023,3.323306522962737E+07,-1.036287164873682E+08,3.311202703083485E+01,1.057586767581509E+01
25-07-2023,3.608082628211659E+07,-1.026753131932894E+08,3.280416290186815E+01,1.149220802722228E+01
26-07-2023,3.890090156566478E+07,-1.016431224890777E+08,3.247119473972478E+01,1.239953650408554E+01
27-07-2023,4.169113323347002E+07,-1.005329523968962E+08,3.211338343114668E+01,1.329717386068884E+01
28-07-2023,4.444938674821870E+07,-9.934566930269790E+07,3.173100762606248E+01,1.418444840198931E+01
29-07-2023,4.717355240767173E+07,-9.808219728503413E+07,3.132436352422999E+01,1.506069641816612E+01
30-07-2023,4.986154685143492E+07,-9.674351740656582E+07,3.089376465306388E+01,1.592526261341054E+01
31-07-2023,5.251131454815800E+07,-9.533066696877886E+07,3.043954163679141E+01,1.677750052887922E+01
01-08-2023,5.512082926241902E+07,-9.384473873041151E+07,2.996204195707305E+01,1.761677295973379E+01
02-08-2023,5.768809550056234E+07,-9.228688009010744E+07,2.946162970521870E+01,1.844245236619151E+01
03-08-2023,6.021114993476961E+07,-9.065829223381561E+07,2.893868532612479E+01,1.925392127851237E+01
04-08-2023,6.268806280465358E+07,-8.896022924746381E+07,2.839360535405118E+01,2.005057269584995E+01
05-08-2023,6.511693929567374E+07,-8.719399719544086E+07,2.782680214033353E+01,2.083181047883262E+01
06-08-2023,6.749592089368431E+07,-8.536095316543184E+07,2.723870357317403E+01,2.159704973587743E+01
07-08-2023,6.982318671492730E+07,-8.346250428015032E+07,2.662975278951359E+01,2.234571720308545E+01
08-08-2023,7.209695481080088E+07,-8.150010667652920E+07,2.600040787921674E+01,2.307725161763464E+01
09-08-2023,7.431548344673285E+07,-7.947526445293295E+07,2.535114158150337E+01,2.379110408460805E+01
10-08-2023,7.647707235449682E+07,-7.738952858496369E+07,2.468244097377950E+01,2.448673843714375E+01
11-08-2023,7.858006395731731E+07,-7.524449581044230E+07,2.399480715292196E+01,2.516363158981278E+01
12-08-2023,8.062284456711343E+07,-7.304180748415339E+07,2.328875490907030E+01,2.582127388512994E+01
13-08-2023,8.260384555323666E+07,-7.078314840295221E+07,2.256481239197873E+01,2.645916943310080E+01
14-08-2023,8.452154448206179E+07,-6.847024560183880E+07,2.182352076997989E+01,2.707683644370659E+01
15-08-2023,8.637446622679496E+07,-6.610486712161423E+07,2.106543388161124E+01,2.767380755222722E+01
16-08-2023,8.816118404686710E+07,-6.368882074874194E+07,2.029111787995383E+01,2.824963013730120E+01
17-08-2023,8.988032063628523E+07,-6.122395272804619E+07,1.950115086973261E+01,2.880386663161933E+01
18-08-2023,9.153054914031813E+07,-5.871214644888853E+07,1.869612253722614E+01,2.933609482514807E+01
19-08-2023,9.311059413989733E+07,-5.615532110547228E+07,1.787663377303301E+01,2.984590816077640E+01
20-08-2023,9.461923260311832E+07,-5.355543033193432E+07,1.704329628774084E+01,3.033291602227876E+01
21-08-2023,9.605529480323309E+07,-5.091446081289399E+07,1.619673222063879E+01,3.079674401444174E+01
22-08-2023,9.741766520253406E+07,-4.823443087014094E+07,1.533757374139683E+01,3.123703423528000E+01
23-08-2023,9.870528330152437E+07,-4.551738902615084E+07,1.446646264491192E+01,3.165344554016187E+01
24-08-2023,9.991714445278946E+07,-4.276541254513530E+07,1.358404993933445E+01,3.204565379771735E+01
25-08-2023,1.010523006389819E+08,-3.998060595234153E+07,1.269099542735787E+01,3.241335213737565E+01
26-08-2023,1.021098612143422E+08,-3.716509953233231E+07,1.178796728086245E+01,3.275625118836671E+01
27-08-2023,1.030889936091846E+08,-3.432104780699132E+07,1.087564160899545E+01,3.307407931001445E+01
28-08-2023,1.039889239967842E+08,-3.145062799401357E+07,9.954702019775809E+00,3.336658281314064E+01
29-08-2023,1.048089379221113E+08,-2.855603844665754E+07,9.025839175316213E+00,3.363352617239045E+01
30-08-2023,1.055483808918635E+08,-2.563949707555154E+07,8.089750340760991E+00,3.387469222928219E+01
31-08-2023,1.062066589252591E+08,-2.270323975336473E+07,7.147138927043214E+00,3.408988238577538E+01
01-09-2023,1.067832390650615E+08,-1.974951870317106E+07,6.198714027569810E+00,3.427891678814350E+01
02-09-2023,1.072776498483145E+08,-1.678060087135348E+07,5.245189948948609E+00,3.444163450092917E+01
03-09-2023,1.076894817362800E+08,-1.379876628591512E+07,4.287285735876493E+00,3.457789367075209E+01
04-09-2023,1.080183875030775E+08,-1.080630640108423E+07,3.325724690313054E+00,3.468757167973147E+01
05-09-2023,1.082640825825388E+08,-7.805522429121077E+06,2.361233885069314E+00,3.477056528827715E+01
06-09-2023,1.084263453728010E+08,-4.798723660259358E+06,1.394543671945345E+00,3.482679076695953E+01
07-09-2023,1.085050174981607E+08,-1.788225771715057E+06,4.263871844432017E-01,3.485618401744485E+01
08-09-2023,1.085000040277621E+08,1.223650873219742E+06,-5.425001644923377E-01,3.485870068149592E+01
09-09-2023,1.084112736506349E+08,4.234582935054438E+06,-1.511381190233400E+00,3.483431623913805E+01
10-09-2023,1.082388588066712E+08,7.242245815915494E+06,-2.479517448808302E+00,3.478302609442112E+01
11-09-2023,1.079828557731213E+08,1.024431538425970E+07,-3.446169754173281E+00,3.470484564928528E+01
12-09-2023,1.076434247061962E+08,1.323846970544665E+07,-4.410598700063134E+00,3.459981036528433E+01
13-09-2023,1.072207896373966E+08,1.622239077711043E+07,-5.372065186088774E+00,3.446797581291032E+01
14-09-2023,1.067152384242156E+08,1.919376626824768E+07,-6.329830947768348E+00,3.430941770825067E+01
15-09-2023,1.061271226548867E+08,2.215029126091548E+07,-7.283159090194133E+00,3.412423193669723E+01
16-09-2023,1.054568575068765E+08,2.508966999340787E+07,-8.231314625050240E+00,3.391253456341168E+01
17-09-2023,1.047049215588447E+08,2.800961760375330E+07,-9.173565010705811E+00,3.367446183023826E+01
18-09-2023,1.038718565558158E+08,3.090786187234817E+07,-1.010918069511531E+01,3.341017013873778E+01
19-09-2023,1.029582671273340E+08,3.378214496251282E+07,-1.103743566126130E+01,3.311983601900121E+01
20-09-2023,1.019648204583898E+08,3.663022515772566E+07,-1.195760797487604E+01,3.280365608388252E+01
21-09-2023,1.008922459129361E+08,3.944987859425965E+07,-1.286898033417629E+01,3.246184696827223E+01
22-09-2023,9.974133460983068E+07,4.223890098794031E+07,-1.377084062125115E+01,3.209464525398266E+01
23-09-2023,9.851293895109273E+07,4.499510935374596E+07,-1.466248245447237E+01,3.170230737856424E+01 
